id,is_iceberg
8e16308d,0.014943
10d97d10,0.561433
862a2dd5,0.119698
45d7cd09,0.272032
daef67d6,0.944217
40b9f916,0.223479
c17dc729,0.792141
d008e04f,0.433914
a5a6fe15,0.480638
e9ce7834,0.006723
518a5aeb,0.870781
fd6e49ab,0.390953
35ef2d54,0.174975
be1f3e73,0.823363
013825b7,0.255945
c48b752b,0.065334
a0f39ace,0.581028
800aff52,0.084700
e0eb259a,0.159295
404bdcc5,0.803859
9be770cc,0.160054
e002bdfa,0.797660
511f8764,0.272746
d41e40d8,0.428786
ff846aa6,0.319138
c261a419,0.181275
c3358fec,0.707713
62972972,0.112440
3f15e6a3,0.013775
f239dd72,0.302144
e9d815ef,0.682355
568085b5,0.012245
80708782,0.284424
a578b01b,0.790850
04b81012,0.457741
3fbd3a3e,0.018945
536bc047,0.864593
6905e82d,0.896767
352b0ab0,0.210108
205506f4,0.234363
b4075da1,0.010488
0132c59d,0.673120
5c471255,0.364075
b9ee0383,0.778925
aee38fe1,0.149462
93eda776,0.133606
d65ee363,0.687424
7e6785d9,0.697675
c006cf82,0.193476
197f9050,0.823718
efce51fc,0.071131
d8dd1b33,0.105827
ca5bae71,0.654952
66eba58c,0.826288
e080fee1,0.073565
9626a2b5,0.384121
c0298b7d,0.797442
80f17a8d,0.234294
fefe71e5,0.100167
92a45990,0.732207
8e922071,0.217655
d5952199,0.003572
3c56cf59,0.469023
5b677f30,0.981181
70986e85,0.730397
ee110bda,0.702769
e7b4d317,0.176790
f59f29f5,0.377086
3d1e179e,0.181851
4e9c76d9,0.491793
5b5d407e,0.793105
bb4d8184,0.520010
5f5ad493,0.736327
a304ae2e,0.023132
ac337f79,0.702192
e00e495a,0.281321
71477bcf,0.822555
22ed2916,0.327282
05fdb1ce,0.002878
4c5e56dd,0.594451
fab2df1f,0.003417
afe6a1d1,0.349443
fa03ba13,0.885277
663dd2bf,0.065485
5d3aa488,0.587164
11d63814,0.154038
11ac5623,0.449355
dd28b028,0.191553
bf244975,0.482961
6a2fe659,0.045378
bd689e7a,0.272695
a7b21484,0.152531
06626706,0.050765
2fcb2613,0.213080
1ee7f506,0.258818
c462096f,0.758419
59b91711,0.235599
148ad313,0.436974
a04c148d,0.668143
142d14f3,0.957883
0dccef06,0.365768
bf9dea3e,0.856688
121ec728,0.013112
25ea1800,0.051281
024bed49,0.018507
771a9bc9,0.308343
8b2562e0,0.939439
fefe0db6,0.138312
a6cc8fa1,0.904753
fe33ce5b,0.865830
c11a6fd5,0.971397
69152132,0.499886
dd54beb5,0.818487
46d8944e,0.018833
f278cc6a,0.706179
9cba91e4,0.515190
37e80ad8,0.169478
6247d06a,0.566952
0bb564ea,0.415926
f8802638,0.116098
cb77c1d4,0.693855
edcad79c,0.265735
ade84952,0.040234
e9a4a8f7,0.007629
8c3c9c0b,0.323545
c105af7a,0.357182
64a96816,0.833266
d435722b,0.449962
f8c2c17d,0.342241
30b0c5a1,0.400885
a241eee2,0.793185
577af3a1,0.685646
b1e49a9f,0.569349
49eff60f,0.636927
171ffc36,0.131303
2dbb2931,0.076165
851f9ad8,0.070210
ef787241,0.124572
3ed46d9b,0.835968
61a96458,0.867925
a0eb8b65,0.638783
8058e7e7,0.024744
5d0969c3,0.806607
06dc5d13,0.790965
614d8fdf,0.220380
068ace8d,0.813244
55bd7491,0.725209
59db8d78,0.208560
ee9ba395,0.308839
3833c332,0.023704
f9c56480,0.256949
35041821,0.214082
67426d52,0.532821
f2eba496,0.002813
cfc6b272,0.465646
be6e6157,0.130816
060762c6,0.509200
28e5c819,0.625779
165b73a3,0.579871
1a16ebf2,0.415735
c76353ea,0.455747
c56aab52,0.488720
19ba105e,0.219350
4ccf1d67,0.869206
d3f00ca5,0.107398
dc366696,0.851196
11ddfec4,0.870512
71036847,0.000819
9108a260,0.084693
812d2c7d,0.051973
601d54b4,0.017085
2a21ddce,0.755457
e03f632f,0.016777
27c1c4f4,0.006930
9929fc67,0.407154
cc5b496e,0.028307
9ec5c0b5,0.022822
5fa292a8,0.719001
d0e35d53,0.104795
cfc89ddf,0.281460
fd3916f4,0.862272
019ab715,0.279152
d0a7830b,0.202841
2e1acd63,0.828047
c5810152,0.806016
8dae1e77,0.270886
afe44c59,0.211984
ac640b5a,0.774237
5c47f5bc,0.023531
2e5e1053,0.002638
e30d5450,0.301940
0de92cf0,0.436952
e97daf2c,0.433189
5bcc2bf5,0.000730
d347d81e,0.199231
2799f5cd,0.062880
ce4b96f7,0.539118
a6365299,0.151638
6eb86fb2,0.162204
d1384eb4,0.205074
66c3ab6a,0.348553
9be981c9,0.948305
e5fc3dd4,0.458054
fd3f01fc,0.683261
5fbb0aa0,0.856322
6968f510,0.161412
7509aad8,0.736610
9cf9c8ce,0.561169
157c589d,0.183578
fcc51d2f,0.716450
6852ee69,0.025524
8a388b27,0.295415
e3b1fdd6,0.911108
1d644f91,0.093064
893a7d79,0.864868
9ef2d53f,0.239287
eaea1243,0.030157
2d210670,0.000981
b04329c3,0.819178
1d88e97d,0.972049
e5c8ae65,0.698165
841810cd,0.051978
187a1e4b,0.401725
24f8bc83,0.695530
071678c5,0.519310
3121517d,0.325510
62db6263,0.006214
4b6fe0a5,0.605507
016588cd,0.832977
e47db8cd,0.122139
6009575c,0.228053
59d093d3,0.923003
b3edce17,0.049088
77cb2808,0.587787
b318189f,0.245885
eb804bc3,0.729450
27af98c1,0.695385
75bbd171,0.613930
26a7450a,0.317337
9f96c645,0.010827
f295285a,0.079191
1861ae59,0.177608
320e2661,0.017172
48b64c84,0.277153
596115ad,0.731594
24c5d2ad,0.791505
513481e4,0.503334
679ca3d6,0.609372
550511fc,0.889223
33ad621e,0.546270
a7cd4c8b,0.394483
942ce002,0.821173
4a33d600,0.105025
52512da4,0.461699
199d9dd5,0.017980
910c7a11,0.695673
2dc4b47e,0.011650
067c0baa,0.095791
66ec0485,0.130855
93e203f1,0.969979
1eae71e0,0.151010
9a320603,0.024592
97c75edc,0.913471
e3a3993c,0.254917
03647606,0.885433
b5758e75,0.421905
cb341897,0.041931
80a1d2ad,0.245376
f2afc45e,0.603327
e2e037d3,0.415798
d8513bb1,0.925280
2bb05740,0.801862
568eee1e,0.051417
48073219,0.136393
52770a14,0.065983
bb78aa77,0.088250
d2041d74,0.835798
0c650b7b,0.808789
3ed634b4,0.884055
4e7ef4d3,0.128320
dc676914,0.003556
9ef182ba,0.512668
19456254,0.299276
45c7e999,0.719008
1e5f187e,0.208834
8372c5dc,0.249996
0a113574,0.078858
22ac144f,0.152976
82a0baaa,0.783800
fb9c0a38,0.583036
586d1724,0.082924
42491e8b,0.150022
32d8d667,0.461311
2d658824,0.688041
79e58200,0.620300
50e426df,0.601466
71d908c0,0.445251
1f275072,0.011622
a1bb2901,0.070770
6c99ed0b,0.565989
d8216f4c,0.390508
ebb34ef7,0.079602
0a71e0d1,0.169147
3bebe07a,0.982405
0de67b1a,0.274294
7409fd1a,0.331476
1e27c8fd,0.012628
65cfde78,0.045687
ab7841b4,0.717640
f5064f4e,0.218554
57457484,0.778772
5492eb34,0.025766
78dfcd52,0.094871
7dcfa04d,0.278783
0f7ccad8,0.282793
730b2296,0.178138
c1f05b03,0.161516
265ced3a,0.092601
92f976d4,0.955012
2ac16805,0.032253
b2de0386,0.620533
898f0d27,0.338466
b6d290df,0.138409
64bc67c4,0.207032
e54ee68e,0.015196
5f14e447,0.059857
9c736f77,0.637532
328fd096,0.302500
e8e9dfc3,0.176278
a3a85eeb,0.236604
d4b96d3f,0.165553
bb255043,0.273661
8696136a,0.816268
be23ea08,0.303503
777d00a2,0.115940
bc8d3476,0.652348
f6f8857d,0.646608
c57f13ef,0.787703
7aa6b7a3,0.861313
512c569c,0.814650
48b1c243,0.220138
75ff94ee,0.048919
c60f051c,0.095695
032b1bda,0.327052
77531032,0.324978
06210232,0.202485
d7418c1f,0.122182
e2e957ba,0.283685
566b0a76,0.551991
7c6691b5,0.061318
990a0ecd,0.395851
16914cc9,0.377732
e78a6709,0.445872
98aa34a8,0.108342
1908cc60,0.693689
81946709,0.012549
2fd07377,0.736773
d5c0e0d7,0.214119
58ec0c92,0.429231
3aeb362f,0.451395
147d59ab,0.757987
e0829262,0.124861
8b86d83e,0.727864
9a350af0,0.742508
aba1b542,0.056698
b0112ad5,0.005603
4ea094c0,0.092134
74964450,0.794176
e4a06bc9,0.110589
245ef22c,0.139878
828460e1,0.159827
fcbdad05,0.025552
50ff69e1,0.600344
28cf2057,0.046515
8ede8c69,0.013828
323458ef,0.312763
3c002c59,0.250240
24e5b88f,0.836577
a09d9139,0.969225
d0b1be68,0.669025
bcd22f87,0.218101
f90b1c41,0.210599
f14f533a,0.203724
acfaa4ff,0.050961
78e7617b,0.762786
febe6575,0.003554
5cd96fb8,0.113531
88027f9c,0.596151
388dd3bb,0.473308
8e6cf4d3,0.886504
0b2daf85,0.166543
63f51c56,0.307757
5b6305ad,0.917115
241c50cb,0.003474
495a6ed2,0.004280
b04bf998,0.117616
c55e7096,0.469967
2c9d1b48,0.016269
e20a003b,0.278221
33725817,0.872309
fe05fc09,0.479034
b9022c8f,0.560601
b5abb620,0.021322
e62b3eb0,0.621635
95812205,0.722532
209f8e41,0.004016
9bb3cd44,0.865026
86bf6810,0.644198
919cb6af,0.544274
8cabc104,0.341621
ca5fec7b,0.443326
01e7f145,0.075597
d2826f8e,0.261904
e584f028,0.443160
4bdcb525,0.771269
6b2bc3e9,0.173632
7a523e74,0.013420
1c3a420c,0.627040
8b383772,0.265408
c420c42d,0.377769
f0326766,0.231558
d67ae313,0.464240
7a00e52a,0.536560
fd60ce30,0.855770
d0de0afb,0.212085
5dab3243,0.935529
e82b326f,0.634531
96ca682f,0.055343
e7ba2cd2,0.289979
47f2fbed,0.600759
faac6b8d,0.402562
2eb785f3,0.501884
95f440be,0.069655
e735e243,0.712960
bd83f233,0.099725
e2315156,0.256838
07945467,0.000935
256daf6a,0.108271
70801a8b,0.042062
518578cb,0.031312
5e630a80,0.351292
b2df2187,0.930926
ff32d7dd,0.561987
5144d458,0.029171
f9f973c1,0.268570
ac65b2c5,0.606359
e5cece41,0.053968
cc9ca990,0.339642
2b771726,0.048114
fcea895a,0.248340
fd477a03,0.449989
4aa26de8,0.289739
9a842704,0.676195
b1bb19c4,0.269143
fc46a862,0.000477
e43d659f,0.032332
f344be4c,0.062920
31671342,0.733687
4d67ed4e,0.453429
1dd1c8e2,0.900542
ab08e37e,0.190490
c2924cd3,0.154022
fde48cdb,0.070964
3c7c170d,0.608982
ebeedf33,0.410516
6235d8b4,0.875156
73a8162b,0.135435
b37e2349,0.749789
0dbc58b1,0.130651
14741b3d,0.303927
fe1f82c2,0.833027
9a75c053,0.491578
581d8a32,0.222328
eedeabd8,0.908939
2208fecd,0.050094
b68c71e6,0.529847
dea2cdb7,0.176024
ff3401e1,0.008373
5ccfa32c,0.338623
15370256,0.143268
d81a82c6,0.754070
c78671c6,0.347061
7fbf3fc8,0.870153
de8159e7,0.426351
efcca249,0.159229
c3cdfd7c,0.052671
1fbae11c,0.465626
a78197b9,0.364238
9510487f,0.056843
11f770cd,0.209875
d2401c84,0.020918
781d4a78,0.762991
236f4be5,0.028847
df56ab4b,0.476772
ea825acf,0.033861
cf992e29,0.028149
66750962,0.298654
fa423857,0.460575
d6889deb,0.808823
e62ff090,0.384842
47acfd80,0.128259
b9f5efc5,0.141724
1a2a1f7f,0.002804
e8067065,0.119562
db61755b,0.504269
c97e4c01,0.808253
02538d0d,0.742514
9930fe8b,0.073637
1e053314,0.723413
247e0650,0.116720
a4eb05bf,0.075264
66ea133d,0.580385
3220362c,0.229151
67162075,0.054982
5af75025,0.095031
5dd87bb9,0.511193
010dc181,0.756523
40dbd0a9,0.420387
0c10fd9e,0.937269
39c38975,0.380403
20f60e12,0.204135
4fb6e67f,0.011360
d7d3e9fa,0.514008
787d0e9a,0.076432
7d92a013,0.001691
65f79253,0.975249
a20dfd11,0.202620
c04f50a0,0.374686
a007e147,0.820172
80e35877,0.368394
e3631e6a,0.154005
684fd7ec,0.542191
9dbdb2b8,0.119632
1768e4bb,0.570363
d84884d6,0.676309
838a14ae,0.260400
6e007f95,0.402157
6e0c3725,0.783931
d4c5252a,0.030280
209cba64,0.455749
1df44a05,0.489965
d925c0cc,0.353328
85981d62,0.004735
18b93e7f,0.079838
4936bb64,0.951065
d57686b7,0.195200
0d6d23b5,0.853856
3859bfa4,0.641245
2cfddca9,0.794981
32eebbf8,0.892210
79c40371,0.169446
f7f432f6,0.538442
d50e3a56,0.447776
b63bbdee,0.172190
de327375,0.483901
43a0d395,0.053032
db465006,0.331253
44809656,0.146864
3c72f288,0.213828
3f449132,0.928500
ec5d4a58,0.036129
49d62856,0.743693
b80fb15c,0.033355
368e304e,0.858368
f19bdd74,0.050347
b55e823c,0.505897
89dd11b9,0.015212
4286352d,0.002021
4b10a9dc,0.223442
3bdbb13c,0.029277
7e9f355f,0.043915
f420301b,0.745917
4e3c03ff,0.147661
3227e0ba,0.246328
d12d7771,0.311064
6616970c,0.845075
186ea788,0.154626
42867a33,0.885802
7ed03e02,0.296129
f24ce309,0.016022
18d7021a,0.064209
9a18807f,0.727656
a94b079b,0.877472
255c4f02,0.150847
93ba10ba,0.855376
95567789,0.567929
bb09a45b,0.007066
a972a7db,0.473388
2bd5da67,0.047844
7a43c51d,0.448258
29adcf10,0.045592
6742855f,0.017000
d20e49b2,0.356736
9f81771e,0.402621
de27fefb,0.629650
d18f6f0e,0.386162
69973737,0.136261
76509472,0.260662
57157f35,0.059626
72f5cc06,0.840215
19982389,0.395759
4ed21d3b,0.551106
5a0ca890,0.499014
65ea29c4,0.086329
b4f11fb6,0.956550
8836e0c8,0.067183
30456db6,0.136520
19174e69,0.368628
8baa045a,0.422267
bfc86919,0.035424
2f93bac6,0.126949
c44960f2,0.089284
b660e80e,0.020576
76411374,0.341814
839bbcfe,0.904793
bc8c483e,0.020154
d9577013,0.216846
b47fc3d2,0.675796
a57ef2a1,0.253055
d6908d52,0.862200
99814ee7,0.818543
0b6c4509,0.331222
095f1797,0.824231
7dd828c0,0.697754
764b4e82,0.010816
91ef8a0c,0.058594
a91ee052,0.095981
a01318ab,0.820872
325ad084,0.161531
2ceb258a,0.646910
a969eea6,0.011086
1a538ed3,0.074614
65e14f46,0.439557
77c165c3,0.103098
14c60c1d,0.485863
630360e8,0.795295
8d7026fa,0.104217
13964a63,0.579889
d0155b0f,0.007648
46afff48,0.874912
4868f534,0.240173
26743a5c,0.127200
ad50aaf3,0.116085
89cc4fce,0.098543
715785e6,0.264937
3d28a858,0.461168
ba36851a,0.105116
51ecc6ab,0.412474
b1ec4727,0.216468
040c5d78,0.004445
a8a77c55,0.894203
32f51fe6,0.110225
8ef7a06b,0.155734
838fafac,0.339951
7d0b89b1,0.705805
7d9636c4,0.242905
8d37529b,0.061342
5fd612ad,0.027082
323ca98d,0.488519
842d7d88,0.688735
c7529197,0.628987
3235b7ca,0.588468
2436a25b,0.545988
e6d8d670,0.397563
1c5a5a1f,0.262981
1c1d6c80,0.917289
9579aa49,0.858769
aeb95ac9,0.978705
db172beb,0.153093
ae2a516d,0.303794
63e579b1,0.423920
a49b42ff,0.239998
99fb914f,0.951903
d86b48d1,0.105941
6bca064a,0.891639
d3bc5515,0.790194
ded30e1d,0.425090
d88e4b44,0.350242
6f688a3c,0.793049
a98dcb63,0.066631
6d9d1eca,0.405926
51924408,0.505095
a8f910bb,0.767804
7f12814f,0.645999
cdcdc401,0.275048
5dea100e,0.906881
04738deb,0.012633
e4064b10,0.315370
c84df9ea,0.522011
ba8130e2,0.001681
7535f0cd,0.166331
c915f66c,0.178095
f0c360e7,0.004175
fed2396a,0.253099
5d58a277,0.072083
21279402,0.838728
873d8adc,0.749556
2fb68d77,0.417320
8fb1a67b,0.424976
fe8c6150,0.111373
c00db5d4,0.917755
2e3a38d3,0.828029
38464042,0.274193
58d4e224,0.321138
a7bfbc2a,0.109852
9cdcf947,0.876260
6c610fd4,0.879267
50fd58f2,0.563150
b093a813,0.636003
28f4e51e,0.040093
2d01ecdc,0.872194
290992c4,0.511948
e0f83a9b,0.010427
7cdbe05e,0.457299
2a33464b,0.358850
84521f2c,0.453270
a1d7e535,0.012088
f77a2b74,0.153573
f2c5216a,0.326406
b516302a,0.307426
564266ec,0.382655
56d23ee0,0.631869
8c9971b5,0.045307
fe75e357,0.744304
cfab3237,0.022761
f7258c56,0.240946
e79cb5cf,0.302197
efbb58a0,0.296585
ff8d6575,0.242964
cf6d0221,0.493886
b057a3cf,0.440182
d7aa3d66,0.967767
db1b3f2d,0.675700
9cfd7cd3,0.412056
0dc59065,0.055354
f2742949,0.931096
cfa8905d,0.453992
6bc7bb68,0.919018
df228195,0.187839
92b3fd07,0.439565
99181903,0.582381
17b47421,0.043771
54c58af0,0.179775
c533141a,0.019355
3a89f639,0.149150
2b9438cd,0.108179
de0fc4ea,0.575046
d0b4812d,0.750233
5ab3daa8,0.058132
3a205fb9,0.929027
81d06d13,0.352112
5b155890,0.834915
b7332f47,0.464348
13a49895,0.651789
a9dcaf7e,0.034451
daccb199,0.281881
0a31aaec,0.174832
effc32ab,0.248458
b9b1d1ae,0.241347
837567b0,0.028332
76364052,0.932383
614324a1,0.858262
3b20239f,0.746441
49054d2e,0.106556
59eea5d5,0.056430
eaa8408c,0.366805
3b3369f8,0.845936
06f7cf48,0.033231
99cae923,0.038362
c2b732c8,0.078091
5652b0eb,0.956847
033f2509,0.359319
d32b7520,0.521400
86bfefc7,0.025633
3279d1d5,0.500363
22221e9d,0.461664
9bdc1896,0.666668
49fa8e72,0.679133
d911954a,0.038534
16fcc6f5,0.473472
b5e8f248,0.632457
10f410ba,0.939642
fb702ee7,0.109589
a162448e,0.007379
2e757023,0.317866
877bcc05,0.932891
0dfcd873,0.938678
c4e06675,0.763019
a1c03878,0.661827
d187d757,0.015325
967875e8,0.050084
7fe478cb,0.146179
d43aa540,0.336245
964acdef,0.298429
d7ecc1b7,0.818125
a5b32893,0.477138
5b68a817,0.853338
8f374224,0.778713
8deced1c,0.060720
c5959db1,0.695305
d3c61d2b,0.601219
f4cb6420,0.252485
18b8670f,0.433256
777d03d6,0.838849
57b18759,0.738639
4843496a,0.874804
6156c963,0.228548
73165630,0.777955
53c49cf8,0.178707
1f2e9806,0.006248
5addc113,0.251931
35d2fbc5,0.035137
3a451e5b,0.346658
59b9eb6e,0.804440
f8669a86,0.407626
fa3ff835,0.034523
6e7e427b,0.484539
8b05e1a1,0.744814
ad3727d3,0.686236
8965e560,0.566118
821e0c31,0.003651
2b33b417,0.866239
acc4dd50,0.360566
4a0a5cd5,0.188278
21aa40fc,0.312517
1d91bf6e,0.157815
923910f8,0.622814
54c012c3,0.416083
00d366d6,0.311977
278627ff,0.103116
1372a58e,0.036259
4b4247a5,0.303222
0c496d3a,0.811048
d6774ba7,0.014694
814bc35f,0.561541
36497217,0.031975
c9a9bb5b,0.130871
ac07e085,0.128477
f806ebf1,0.927430
bd9dd604,0.283377
3679bbf9,0.024646
db1343a0,0.253888
679dd63b,0.607198
43eebf55,0.186058
74e2d160,0.808933
e09bc632,0.715921
1b2227be,0.019973
989685c7,0.816958
05ba66d2,0.919496
ed366c4e,0.300569
954f4238,0.440366
21f4f395,0.793184
127bda37,0.785813
ca5c432e,0.043242
4429971a,0.422455
a6179f95,0.017415
d0d5165e,0.709663
fe3f7d13,0.723765
66be84a3,0.216266
154d8985,0.118272
27260e05,0.734809
6c37d4ca,0.536093
69a6b224,0.394237
9d37a1ab,0.491147
5998bcf9,0.040669
1198c02c,0.161329
9b7c82ed,0.058836
4b335d8a,0.307588
9655bde5,0.183058
2df55cab,0.324948
97c45082,0.877375
a8ad8cd3,0.316229
591b8504,0.270129
4cfc4b39,0.387149
cf87475a,0.666082
ea222d2d,0.012103
f1266956,0.355438
c3bf1074,0.830510
92633d3e,0.456149
bfe11458,0.250798
f142d550,0.281539
03942109,0.215987
9381009e,0.779489
db9508e8,0.169473
dc61215b,0.143558
d7b962ae,0.737213
ac883af0,0.948502
a18d0c4a,0.654183
4b656126,0.332981
6adfd15a,0.066488
5ebfa034,0.839140
3363e0db,0.078149
852a432a,0.350699
6fa80d7a,0.620031
569c4651,0.573104
57422abf,0.721817
64c1438f,0.119247
0f7a771a,0.227652
cf68a502,0.285988
ebc580bb,0.108320
17d13500,0.841999
f1565d79,0.789497
e5ac1d27,0.561072
62339204,0.727563
49807b4a,0.073574
8935c7e2,0.038696
a561f2b4,0.569914
04387235,0.164173
04aac344,0.177158
54063004,0.165048
1b5e08dd,0.587155
6968282d,0.899545
281524f9,0.047007
fd553fc8,0.331630
e45f0b13,0.026386
b34a4ca2,0.162628
0dcd8be5,0.195290
c90f547a,0.010117
4c34de66,0.037705
a47f4d0f,0.137765
2a317a41,0.879827
b64c8598,0.296075
2bdbb188,0.478349
ccc89b62,0.757645
645ba2a0,0.956692
09e8a5e5,0.283524
be3a1e7a,0.082361
92d0180c,0.230652
2e8ae485,0.282390
007f8195,0.702032
2bc2e785,0.887921
baed3d4d,0.120528
fe9848ab,0.971907
426619f5,0.920887
6d129e11,0.362949
906e6124,0.052226
d96aba17,0.030128
2d18a140,0.482875
4b6c1a2b,0.361757
da62caad,0.117683
5a0cfeff,0.203793
befbb68e,0.134197
cad3b152,0.260711
d79fa5f7,0.070660
7462cddb,0.952625
0097d47d,0.341326
68d6335c,0.685289
9f81549c,0.034628
638d49b9,0.731255
51a50ebd,0.206374
95131535,0.026725
3c470d57,0.598930
845a97f7,0.076622
feed4566,0.522012
fb6a5915,0.062337
4d47e42c,0.419992
930bcf1b,0.443611
69aa8b45,0.268998
14c07f0b,0.838994
90e44340,0.688406
1b8f6a9e,0.338307
3552689b,0.024902
087c5094,0.070015
087e1232,0.779488
321e2099,0.800067
e08939b8,0.484309
e624f417,0.850781
93291138,0.880974
9c3c7962,0.119303
56c42675,0.654104
736c4009,0.156325
6a203662,0.485142
7e4ad586,0.060716
3aa99a38,0.184538
8c74137b,0.044348
b4181d37,0.805383
fc80eb35,0.519090
64e1b981,0.384379
1286ea75,0.132419
7d276b6e,0.473186
a386d706,0.949099
ec149576,0.028280
cd93b8c8,0.941286
a534e7e7,0.144048
ac9eb453,0.868300
90076078,0.688109
2cc7deb1,0.013107
8a1d8803,0.466078
ed549ef5,0.115231
52f93bc4,0.050074
87b26c7e,0.356545
8b4b736a,0.919653
51f1f1c1,0.910583
7ccb045d,0.865193
fc6879b6,0.474435
af01f762,0.018052
95e519dd,0.831916
7e83b19b,0.142499
a14f35c8,0.552288
a61cadc3,0.195707
1b769b14,0.836502
80c3cbdb,0.004351
843612fe,0.007299
59fcb7e0,0.271060
529593d3,0.935630
5898a695,0.914645
081c5fef,0.118115
517c5fab,0.176136
4daf7af0,0.186888
85b02f43,0.716893
2773053c,0.698630
8fbc896a,0.191685
3d6d6648,0.473730
bb671f69,0.090879
5332d0ac,0.473556
efdf6eff,0.048781
1f3e21c9,0.800726
4060450c,0.802883
1cd8282a,0.089069
22807879,0.257326
a30f4fb7,0.174919
2560cee9,0.280047
f85dfff6,0.401759
6fe4f47e,0.248043
69d6387a,0.840412
98842917,0.425588
fcc96959,0.938528
7e26baf0,0.473223
4d609734,0.080872
c96d08d2,0.623246
11b14d14,0.072396
22b68133,0.147850
65cb30aa,0.395876
80967ba7,0.126136
b54aef48,0.253760
020dfbda,0.603086
4de9c502,0.378685
e9f4af18,0.906202
04c7c4f2,0.608697
1ffbf411,0.950845
cc57c57b,0.022561
15373a40,0.446984
a992225a,0.374266
fbaf302b,0.527446
8339a6ca,0.752092
29d824f7,0.600766
659f11a0,0.587345
88fb9b4e,0.881565
db2d689d,0.052358
18da6fdd,0.886959
0c16c0ce,0.018525
7b7da3de,0.885889
a44e0e0f,0.057131
490e3fb1,0.007160
0ffe1475,0.815093
27efabd7,0.510431
3dcdfda3,0.442371
637da450,0.594518
16b64b9d,0.372164
c76b1927,0.253165
9126c78e,0.909956
ceea2fdf,0.742417
371c75e1,0.108192
dd09f50d,0.464251
73674456,0.945490
68d33c24,0.571263
f703b77f,0.099984
732d6b4f,0.902782
5085b269,0.182888
f42e8155,0.531322
7fd58dbd,0.681436
22666426,0.437530
4bae16b9,0.853349
a5953b7b,0.792989
720ddece,0.356980
e4fc697d,0.355964
e2e1df27,0.692797
42a1cc87,0.032606
7cd4c795,0.878043
912c11aa,0.162322
619f82b2,0.906222
a883693e,0.010983
6b810953,0.331509
7b8ec14a,0.029925
ce40c72a,0.269663
88d0e09f,0.235291
5be97bce,0.517936
26014fd2,0.043129
278008b7,0.713815
e8cf967c,0.012416
7045bc53,0.817977
da9cbaf4,0.451473
8d656494,0.022368
c55988d0,0.739585
780e1171,0.580151
13a31d5e,0.360075
1883e583,0.543539
5ee65141,0.055315
260e1d2e,0.141948
c874b041,0.079940
04f5386e,0.363145
e575d0c0,0.461113
44d63bf6,0.042590
5c4e9b0b,0.645665
eebcc3b6,0.094585
2f33c31e,0.619559
28f5f216,0.626132
bb368d74,0.289584
9dd66aea,0.163181
bf89449d,0.848746
de1b8020,0.641234
e9af758d,0.363405
64022bd4,0.519728
526789d8,0.031938
09025dbe,0.003814
115c6134,0.085468
ce6aa2b2,0.768532
b80c3064,0.701515
4e2762bd,0.138749
364242f4,0.118028
bd3a96f4,0.333575
73d09bf9,0.169037
86937a8c,0.213564
0969a0e4,0.039721
cfa4c867,0.272419
da1e5985,0.000888
dd22bfc6,0.070642
2fa1cecb,0.554255
4fde6327,0.674440
4457c5ae,0.861808
ad27be49,0.399000
ba21ffbe,0.086047
abd65309,0.684103
6e3587f9,0.804861
0e02c37f,0.270358
b3fbf138,0.215087
5d494001,0.428593
d5d660bf,0.096275
e4b67cb7,0.302272
2fbc6b02,0.835973
3ca0c3b2,0.296206
7af13b7c,0.058843
382198f0,0.131406
cdc5c9ed,0.037404
cca129c4,0.741444
be9a6bea,0.406325
0c2b9434,0.041029
15e0def7,0.117282
c193ae99,0.187605
42ec7df2,0.469536
917300c1,0.271095
29e487c8,0.378385
ff66dfbd,0.621513
1dfbef19,0.459535
ef8d5737,0.018511
5ac62625,0.113531
9eda83f8,0.140790
c5ff45a7,0.238703
8b031162,0.291777
11fa3e76,0.747160
93da94f9,0.395678
68e53103,0.489406
dc0dc7fe,0.912287
24e94921,0.064219
d392087f,0.067188
f5e7a1bc,0.392608
7b42399c,0.812887
9e2f2501,0.407668
88f7c9f8,0.229322
889ea184,0.152366
5e0d7a22,0.019119
80042bdf,0.446958
077b6c68,0.736781
006369ec,0.638378
0ef3db85,0.871864
187d1375,0.136260
19421236,0.121882
36856034,0.910317
184095a0,0.354110
cb857d4f,0.004768
a49f2976,0.576995
c885c8fb,0.133030
290ad1c1,0.449241
5da44185,0.125549
4e1c0f40,0.490608
6811f516,0.335308
c643494a,0.802291
89b389ae,0.817437
99f69fae,0.560471
85ce64f5,0.438062
f39fda18,0.685419
62fde645,0.029016
54d976e4,0.506223
214093ab,0.077227
9e091904,0.952114
58524bde,0.852717
3a7c5aa7,0.223958
98ff7b84,0.925182
ba3a611d,0.676378
3bde5fa5,0.660432
a0030881,0.536097
2eb4938c,0.018329
9a605545,0.466531
844f2bfa,0.646744
4d5e1ea0,0.689587
e4fbfec8,0.058871
86ce8eca,0.962017
d52c6043,0.004880
21c46c83,0.001415
dfdfb031,0.793885
35e4aaca,0.006128
017bcd36,0.015533
8ae998ba,0.764193
6c08a718,0.919602
a54ad43e,0.632117
587bf099,0.897755
b8e4ba9a,0.011711
d29eff4d,0.582016
5edb551d,0.018055
6eec33e0,0.275781
c2149448,0.584267
bd81b915,0.483980
b10b49f8,0.719671
cf14ef53,0.016168
c27fdbb6,0.714026
e4351dd8,0.598379
1ca3c9ec,0.223495
