orig1+TLres50,trans1+TLvgg16+Adam,normf1+TLvgg16,mix+lr,mix+lgb,mix+svm,lr9,xgb,svm,knn,avg2,mini2,id
0.928503,0.931740,0.794416,0.976210,0.979293,0.981301,0.979789,0.987568,0.980806,0.999000,0.986791,0.990630,371b935e
0.222175,0.151809,0.114384,0.969415,0.268443,0.484825,0.093203,0.141771,0.032287,0.115223,0.095621,0.129565,7a1cbaab
0.862747,0.912338,0.995180,0.968536,0.997551,0.955650,0.985281,0.993534,0.982162,0.999000,0.989994,0.995180,c5c72595
0.125856,0.092760,0.078274,0.449458,0.443775,0.392827,0.059336,0.018267,0.030443,0.001000,0.027262,0.015910,c5ea95c0
0.276504,0.037552,0.046465,1.000000,0.128268,0.456941,0.049239,0.092422,0.022129,0.082198,0.061497,0.085857,a5b61d35
0.325640,0.101381,0.336133,0.985599,0.009658,0.092238,0.054963,0.023358,0.019552,0.078219,0.044023,0.033341,2c252c46
0.454253,0.340259,0.342772,0.968290,0.047776,0.924276,0.271736,0.388147,0.222468,0.286723,0.292268,0.358524,7d8e52d9
0.653123,0.601336,0.742851,0.999799,0.786006,0.984793,0.910276,0.984847,0.941617,0.977719,0.953615,0.981964,13fe65d5
0.128840,0.133429,0.070341,0.389111,0.043079,0.177194,0.021209,0.058604,0.011112,0.056697,0.036906,0.055093,a3d2abc6
0.958503,0.893043,0.795502,0.785030,0.969297,0.969666,0.974004,0.956854,0.980577,0.999000,0.977609,0.967667,9248daa9
0.687509,0.262501,0.169695,0.791880,0.092843,0.355857,0.104526,0.050963,0.074916,0.146333,0.094184,0.070416,605470fc
0.975838,0.977915,0.887902,0.930917,0.980484,0.992658,0.985538,0.984424,0.982441,0.999000,0.987851,0.988392,38717ccd
0.945796,0.990712,0.996608,0.982968,0.997265,0.939895,0.988673,0.994692,0.982887,0.999000,0.991313,0.996094,1144cbd0
0.846633,0.749929,0.631521,0.980037,0.924318,0.940318,0.944729,0.988851,0.966439,0.999000,0.974755,0.990609,6d32e09b
0.001409,0.002600,0.000917,0.012389,0.259289,0.036943,0.011509,0.011228,0.011348,0.022494,0.014145,0.013349,89b138f7
0.532118,0.260221,0.196969,1.000000,0.518776,0.918711,0.388905,0.772386,0.366108,0.374371,0.475442,0.671706,a83f69a4
0.600897,0.283570,0.489259,1.000000,0.950688,0.457399,0.643599,0.746420,0.615500,0.695504,0.675256,0.729072,68b7f89d
0.317939,0.289075,0.208823,0.999955,0.150317,0.741961,0.178364,0.250806,0.093029,0.215383,0.184395,0.233810,a0998397
0.000000,0.000000,0.000058,0.000001,0.001450,0.000100,0.006352,0.004900,0.009310,0.001000,0.005390,0.004482,7e20006f
0.958914,0.994126,0.995627,0.932447,0.832703,0.948265,0.983956,0.989170,0.981390,0.999000,0.988379,0.991867,93b12419
0.388049,0.148948,0.292894,0.999997,0.891080,0.993223,0.554343,0.755566,0.512664,0.496861,0.579858,0.691927,475c5a35
0.623433,0.361461,0.392910,0.999995,0.901548,0.992744,0.767176,0.854029,0.796447,0.758662,0.794078,0.833562,67f42c90
0.020601,0.006830,0.031915,0.216547,0.060731,0.116075,0.010946,0.012065,0.009425,0.009241,0.010419,0.011377,45a114e0
0.575484,0.236690,0.312885,1.000000,0.738306,0.999900,0.583773,0.660881,0.604646,0.566195,0.603874,0.640360,41a59ee9
0.649578,0.159091,0.125521,0.999883,0.311276,0.998761,0.254174,0.484651,0.284424,0.287573,0.327705,0.435008,6c2c6a39
0.000046,0.001337,0.023087,0.000002,0.001518,0.000241,0.006701,0.004900,0.009297,0.001000,0.005475,0.004481,9f840a7d
0.019690,0.008094,0.009039,0.999818,0.025449,0.928124,0.051525,0.026177,0.065953,0.131029,0.068671,0.048438,2ad5ee96
0.978458,0.990440,0.995940,0.907418,0.996823,0.988610,0.988998,0.994468,0.982701,0.999000,0.991292,0.995914,cb8b875e
0.005349,0.007034,0.004095,0.267746,0.012654,0.058972,0.008929,0.008671,0.009205,0.001000,0.006951,0.007292,2283d088
0.005688,0.000796,0.000286,0.000067,0.006277,0.010376,0.006549,0.004897,0.009264,0.001000,0.005428,0.004477,545f8210
0.955155,0.943011,0.980611,0.973496,0.957882,0.986625,0.986551,0.990183,0.982749,0.958670,0.979538,0.985211,7eeed38a
0.001808,0.003015,0.009975,0.043227,0.003677,0.058658,0.007338,0.004889,0.009212,0.001000,0.005610,0.004467,be77b9e7
0.562148,0.345838,0.549706,0.999999,0.137791,0.886084,0.432652,0.778161,0.392285,0.532858,0.533989,0.707299,16ec40a3
0.867474,0.884654,0.590160,0.937312,0.991015,0.915421,0.959766,0.992259,0.969988,0.980764,0.975694,0.990003,b7e74bcf
0.622255,0.942858,0.877943,0.962444,0.983978,0.930528,0.976845,0.984174,0.973809,0.999000,0.983457,0.987617,8a36acfd
0.998121,0.998836,0.998446,0.996666,0.998400,0.999900,0.990354,0.994655,0.982490,0.999000,0.991625,0.996040,d2e5b493
0.002744,0.004883,0.007505,0.000199,0.032709,0.000107,0.006983,0.086558,0.009295,0.001000,0.025959,0.065490,bd88797b
0.008738,0.000579,0.000633,0.000038,0.000210,0.000177,0.006402,0.004900,0.009295,0.001000,0.005399,0.004481,78566a26
0.026661,0.075240,0.027627,0.180959,0.060963,0.327595,0.016472,0.033315,0.012408,0.041295,0.025872,0.033421,32449528
0.831154,0.460630,0.944525,0.784159,0.790025,0.658149,0.878474,0.796297,0.928139,0.936092,0.884750,0.832427,5f6ffdad
0.418031,0.449623,0.442848,0.967614,0.742253,0.996218,0.727692,0.912078,0.725804,0.719626,0.771300,0.864851,38bdc33c
0.080569,0.018090,0.019976,0.999982,0.407023,0.991334,0.123982,0.319078,0.118420,0.191294,0.188193,0.282067,f88a9ed3
0.009377,0.001260,0.004170,0.593325,0.406820,0.174210,0.029495,0.013971,0.016507,0.022480,0.020613,0.015747,c1fe2103
0.002780,0.001259,0.001727,0.002572,0.018950,0.000798,0.006664,0.017499,0.009291,0.001000,0.008613,0.013894,63f7ddd9
0.544814,0.156189,0.583625,0.999984,0.515632,0.362092,0.358382,0.709817,0.237261,0.400867,0.426582,0.621104,97e123d2
0.256505,0.118520,0.036801,0.999846,0.520226,0.995732,0.216415,0.506188,0.188500,0.272958,0.296015,0.441838,7d078228
0.998807,0.998149,0.999052,0.972105,0.997287,0.999410,0.990140,0.993940,0.982492,0.999000,0.991393,0.995506,6b43e60f
0.919290,0.760980,0.668807,0.901316,0.864711,0.454155,0.898923,0.928869,0.930942,0.898704,0.914359,0.924710,e07665a4
0.138967,0.014220,0.002480,0.999996,0.021481,0.866993,0.051892,0.026801,0.058284,0.129664,0.066660,0.048128,4da0c147
0.317485,0.253316,0.052867,0.999997,0.887936,0.996777,0.472788,0.566361,0.412985,0.391106,0.460810,0.524089,1d2474a1
0.008722,0.005407,0.003962,0.000125,0.001042,0.000100,0.006536,0.004900,0.009288,0.001000,0.005431,0.004480,f39a3050
0.405052,0.067907,0.121798,0.999965,0.109900,0.984664,0.124646,0.327876,0.131841,0.207423,0.197946,0.292556,aaeb3f89
0.312425,0.074347,0.034937,0.999986,0.778575,0.997869,0.305990,0.448674,0.288776,0.285165,0.332151,0.407977,daa3d1e9
0.994377,0.995389,0.999203,0.993298,0.997312,0.999900,0.990207,0.994655,0.982523,0.999000,0.991596,0.996042,23cad3ed
0.966441,0.963684,0.946655,0.931997,0.951457,0.498946,0.973339,0.900591,0.967490,0.966660,0.952020,0.918720,dc8fd92d
0.059591,0.000199,0.000870,1.000000,0.035320,0.489628,0.029775,0.060224,0.017411,0.064974,0.043096,0.058274,994a2787
0.992688,0.992196,0.991853,0.962794,0.949667,0.968490,0.988194,0.991676,0.982696,0.999000,0.990391,0.993828,5009ce8c
0.008287,0.000001,0.000220,0.999998,0.013037,0.199988,0.018877,0.017963,0.009940,0.060587,0.026842,0.025373,95ba90c7
0.000631,0.000068,0.001571,0.501323,0.002229,0.000100,0.009523,0.004935,0.009306,0.017868,0.010408,0.007647,bb176f20
0.148255,0.018029,0.008445,0.999988,0.155699,0.762810,0.060566,0.079142,0.046756,0.122544,0.077252,0.085122,57ccd603
0.904347,0.894687,0.873562,0.992669,0.996599,0.985248,0.981880,0.992196,0.981761,0.985916,0.985438,0.991718,c3767f5b
0.035914,0.003553,0.008124,0.001232,0.007820,0.000723,0.006828,0.016330,0.009265,0.001000,0.008356,0.013019,076492b4
0.416025,0.461651,0.780944,0.999942,0.861429,0.586952,0.813642,0.821269,0.792786,0.919198,0.836724,0.838711,68864007
0.426098,0.177906,0.198125,1.000000,0.635211,0.833326,0.350361,0.553711,0.289433,0.321428,0.378733,0.493247,fb124dd7
0.000031,0.000044,0.001002,0.000000,0.001543,0.000100,0.006367,0.004900,0.009309,0.001000,0.005394,0.004482,c59fbfc0
0.048412,0.002107,0.001658,0.759582,0.056438,0.639928,0.031053,0.012499,0.027139,0.040838,0.027882,0.018789,ddce9f51
0.639996,0.666550,0.775279,0.999995,0.943006,0.999900,0.946979,0.986747,0.959526,0.999000,0.973063,0.988565,c459dbf6
0.737405,0.692757,0.893154,1.000000,0.772927,0.981736,0.948398,0.984968,0.965781,0.977176,0.969081,0.983602,1a39b44e
0.000118,0.000000,0.000108,0.001837,0.012994,0.511982,0.012732,0.004889,0.018229,0.018013,0.013466,0.008248,a31f8519
0.009276,0.000953,0.002047,0.655243,0.038531,0.507063,0.022464,0.012067,0.018086,0.033962,0.021645,0.016569,29ff4d55
0.548240,0.604220,0.844908,0.999994,0.920431,0.910981,0.932545,0.985651,0.944578,0.985566,0.962085,0.984227,c0a87a44
0.000004,0.000004,0.000220,0.000008,0.001788,0.000100,0.006359,0.004900,0.009310,0.001000,0.005392,0.004482,aa07ea34
0.986510,0.968701,0.987156,0.923466,0.996312,0.983362,0.988316,0.994683,0.982775,0.999000,0.991193,0.996080,ed7b77f3
0.257314,0.015169,0.017137,1.000000,0.616478,0.844847,0.170040,0.339426,0.142463,0.198036,0.212491,0.300163,ccb10918
0.000866,0.009316,0.002519,0.003235,0.010733,0.042559,0.007057,0.004943,0.009213,0.001000,0.005553,0.004507,aba1f2cc
0.049358,0.212186,0.482909,0.237641,0.212474,0.475319,0.101725,0.141501,0.053338,0.067086,0.090913,0.121841,0c4b7ce6
0.000003,0.000000,0.000018,0.000005,0.009116,0.000796,0.006458,0.004910,0.009302,0.001000,0.005418,0.004489,26a29fae
0.771708,0.884223,0.922819,0.323738,0.913252,0.169068,0.897763,0.821185,0.889252,0.869489,0.869422,0.835976,6a1a9b91
0.050566,0.002540,0.007100,1.000000,0.250981,0.975598,0.084365,0.163510,0.089688,0.167671,0.126308,0.159481,fda0d9b3
0.753048,0.488530,0.527990,0.735783,0.952157,0.914604,0.846533,0.974101,0.912925,0.913895,0.911864,0.960102,2f7da2f9
0.055348,0.066440,0.024003,0.970379,0.314428,0.981630,0.111686,0.195239,0.103345,0.199291,0.152390,0.190003,948317c5
0.022730,0.023772,0.005775,0.097409,0.528841,0.217102,0.028902,0.022362,0.024501,0.001000,0.019191,0.018564,df315de0
0.292371,0.007276,0.008212,0.999999,0.106997,0.984557,0.079461,0.149662,0.099257,0.198895,0.131819,0.155598,51762e5e
0.269528,0.028903,0.003945,0.999234,0.879331,0.809766,0.254453,0.389762,0.226618,0.227331,0.274541,0.348961,9be1f9d4
0.240907,0.165117,0.171002,0.999995,0.851116,0.992812,0.445688,0.633546,0.375859,0.350769,0.451465,0.564247,b20f16ca
0.349734,0.089005,0.119274,1.000000,0.364583,0.960292,0.187933,0.232829,0.161904,0.222319,0.201246,0.226366,24f677ab
0.000000,0.000000,0.000329,0.000000,0.001486,0.000100,0.006356,0.004900,0.009310,0.001000,0.005392,0.004482,19d36f67
0.635017,0.259083,0.162516,0.998928,0.306848,0.981369,0.311277,0.445980,0.323387,0.326042,0.351671,0.415931,db098e36
0.304586,0.417994,0.585061,0.032083,0.237619,0.059908,0.131532,0.227345,0.080800,0.178533,0.154552,0.208590,3ab323b5
0.401643,0.092196,0.022386,0.999962,0.563614,0.948392,0.225940,0.495239,0.213621,0.253927,0.297182,0.431829,db204654
0.419420,0.235532,0.078763,1.000000,0.225767,0.997886,0.203389,0.397290,0.184751,0.239793,0.256306,0.354050,f0b7c362
0.931798,0.913714,0.926416,0.571293,0.972420,0.939893,0.976585,0.937838,0.982600,0.925329,0.955588,0.939888,9c36083a
0.997172,0.998842,0.998742,0.992455,0.997272,0.915363,0.989190,0.994685,0.982723,0.999000,0.991399,0.996078,00247e48
0.472136,0.180407,0.809557,1.000000,0.047887,0.957512,0.431032,0.483792,0.385274,0.518873,0.454743,0.484286,99064331
0.248195,0.146694,0.734040,0.937631,0.280330,0.269266,0.236342,0.335278,0.096700,0.224595,0.223229,0.298886,fb023b97
0.029713,0.003260,0.012648,0.053492,0.005103,0.005287,0.007142,0.005385,0.009250,0.019616,0.010348,0.008304,834a13a2
0.149216,0.028659,0.024719,0.999993,0.456561,0.884512,0.129819,0.346342,0.103568,0.207685,0.196854,0.304474,b4fb7c3b
0.241794,0.057112,0.064243,0.999126,0.289950,0.937533,0.125923,0.163857,0.107227,0.217108,0.153529,0.170137,cccc91e5
0.000043,0.000000,0.000066,0.000051,0.000600,0.000100,0.006341,0.004900,0.009311,0.001000,0.005388,0.004482,e777f5c4
0.000481,0.000389,0.001828,0.039430,0.112199,0.414491,0.014137,0.011331,0.014872,0.019191,0.014883,0.013051,8a367850
0.996202,0.990600,0.971931,0.995747,0.964501,0.999452,0.988799,0.992345,0.982608,0.975052,0.984701,0.989865,01aee49b
0.034070,0.012372,0.001013,1.000000,0.191928,0.724596,0.055007,0.208853,0.039613,0.101134,0.101152,0.177562,09a3f3cb
0.989528,0.992272,0.996764,0.998146,0.997145,0.999483,0.990066,0.994399,0.982573,0.999000,0.991510,0.995854,b7837a99
0.000164,0.000860,0.002819,0.000003,0.000193,0.000100,0.006388,0.004900,0.009307,0.001000,0.005399,0.004482,0e5c18fe
0.041870,0.005123,0.006481,0.009167,0.002312,0.064981,0.007420,0.017209,0.009204,0.020644,0.013619,0.017327,433d92a6
0.018702,0.019828,0.003439,0.856110,0.012806,0.700019,0.033970,0.006539,0.032355,0.054996,0.031965,0.017326,d8c1c90e
0.669353,0.630243,0.607305,0.999996,0.949831,0.988912,0.921322,0.987906,0.943575,0.999000,0.962951,0.988344,5cf350ea
0.003432,0.001273,0.002653,0.038776,0.004548,0.082492,0.007414,0.014907,0.009245,0.001000,0.008141,0.011954,9e6adfeb
0.014505,0.000861,0.001596,0.987965,0.017479,0.189669,0.018807,0.017760,0.009835,0.061255,0.026914,0.025339,398c373b
0.409902,0.612599,0.567447,0.697511,0.275216,0.736068,0.533593,0.800677,0.486868,0.570890,0.598007,0.737648,8e1cb96b
0.002334,0.000559,0.003344,0.094160,0.029930,0.248962,0.010108,0.016014,0.010555,0.018315,0.013748,0.016093,c0ab7de5
0.468767,0.677396,0.852070,0.999980,0.690977,0.753733,0.888160,0.835006,0.899830,0.964124,0.896780,0.864634,b7519f43
0.000000,0.000000,0.000075,0.000000,0.000339,0.000100,0.006338,0.004900,0.009311,0.001000,0.005387,0.004482,54d7929f
0.391717,0.080156,0.061226,0.989732,0.025741,0.929998,0.089762,0.035305,0.100022,0.199611,0.106175,0.070344,222a4407
0.565755,0.349008,0.156534,1.000000,0.717516,0.999900,0.556091,0.660039,0.560557,0.534578,0.577816,0.630841,4cd8d439
0.553331,0.435369,0.531174,1.000000,0.958170,0.999900,0.850333,0.960146,0.866282,0.930226,0.901747,0.949534,ac31d9e4
0.009047,0.000176,0.000288,0.999763,0.012576,0.406570,0.024535,0.017792,0.014011,0.057386,0.028431,0.024927,0c51475f
0.979095,0.996768,0.999070,0.965724,0.996992,0.997391,0.989847,0.994685,0.982602,0.999000,0.991534,0.996070,926b4b5d
0.988085,0.973612,0.971578,0.969306,0.983309,0.982945,0.988189,0.983062,0.982807,0.976038,0.982524,0.983127,3072aeb4
0.001214,0.005954,0.012771,0.006293,0.035721,0.002471,0.007172,0.013056,0.009290,0.001000,0.007630,0.010574,5508aabc
0.942302,0.981355,0.996086,0.962126,0.951778,0.254881,0.968381,0.980277,0.933108,0.942188,0.955988,0.971358,7ff080c1
0.046308,0.004303,0.009856,0.997129,0.147884,0.993175,0.071435,0.083512,0.085966,0.156196,0.099277,0.097323,c8137158
0.369448,0.060814,0.233843,1.000000,0.010445,0.059632,0.040596,0.023080,0.016945,0.078921,0.039886,0.033086,73f4c54a
0.449148,0.229691,0.202404,0.999975,0.757221,0.980638,0.495832,0.642375,0.468922,0.476474,0.520901,0.600582,0ab19c8d
0.509285,0.647455,0.718324,0.499049,0.513967,0.124147,0.543428,0.374446,0.463125,0.563987,0.486247,0.416294,57c090c7
0.973279,0.986560,0.986685,0.998785,0.997590,0.994205,0.989500,0.994382,0.982722,0.999000,0.991401,0.995852,b3f4d7c8
0.651211,0.191484,0.129818,0.999996,0.194564,0.994379,0.226118,0.253217,0.254847,0.271693,0.251469,0.257124,d4a81cf9
0.025070,0.033220,0.063241,0.999990,0.761411,0.892676,0.218028,0.477660,0.176656,0.205604,0.269487,0.407182,497c4ff8
0.986372,0.987552,0.996089,0.939973,0.997114,0.846423,0.987147,0.994435,0.982354,0.999000,0.990734,0.995866,8949311b
0.621530,0.370971,0.805684,1.000000,0.894438,0.999900,0.889922,0.890126,0.908413,0.994395,0.920714,0.912034,d4f17d1d
0.000346,0.000031,0.000446,0.000054,0.000690,0.000100,0.006350,0.004900,0.009310,0.001000,0.005390,0.004482,cbd015d6
0.647915,0.234779,0.845637,1.000000,0.132482,0.991165,0.571864,0.685083,0.563381,0.726324,0.636663,0.685427,4ff7d773
0.203863,0.037481,0.018022,0.954106,0.045349,0.095291,0.022764,0.072712,0.010490,0.070727,0.044173,0.068202,5950d2f6
0.040007,0.007019,0.005661,0.996605,0.154299,0.439212,0.035659,0.149998,0.016488,0.075349,0.069374,0.127214,f0b4c564
0.786172,0.624820,0.778850,1.000000,0.954945,0.999439,0.950059,0.987186,0.965908,0.999000,0.975538,0.989329,4727e088
0.838551,0.496756,0.371949,0.975499,0.082096,0.986818,0.488318,0.573883,0.531893,0.668816,0.565728,0.589497,2c9b195c
0.520517,0.471978,0.826065,0.999997,0.794106,0.936646,0.880895,0.944058,0.901268,0.978149,0.926092,0.948818,04c441b0
0.304605,0.066841,0.237912,1.000000,0.256976,0.983855,0.185081,0.221323,0.154933,0.227300,0.197159,0.218221,9f1e2246
0.309429,0.167282,0.200070,0.163150,0.152363,0.043194,0.031248,0.028769,0.017424,0.022816,0.025064,0.026928,3bf56119
0.679665,0.287345,0.349477,0.999596,0.951844,0.915186,0.724616,0.839713,0.755985,0.683774,0.751022,0.806171,385033f6
0.322358,0.064411,0.006987,0.999825,0.220952,0.510904,0.064093,0.171299,0.031345,0.101498,0.092059,0.149008,1e14e9eb
0.183865,0.043655,0.043035,1.000000,0.406819,0.975988,0.144783,0.257350,0.128748,0.239357,0.192560,0.245596,4ec14d05
0.131495,0.090481,0.013682,0.999724,0.191521,0.874832,0.087599,0.371350,0.069719,0.164383,0.173263,0.312792,d16ffa50
0.004518,0.003878,0.007442,0.059957,0.000673,0.011978,0.006952,0.004891,0.009258,0.001000,0.005525,0.004472,6f2147d7
0.992058,0.997866,0.997851,0.990722,0.980397,0.995382,0.989793,0.989845,0.982578,0.999000,0.990304,0.992452,13540275
0.308202,0.033270,0.039351,0.999999,0.054342,0.578105,0.049584,0.067391,0.030503,0.085155,0.058158,0.068277,280aaa6c
0.387650,0.221206,0.265347,0.165327,0.084995,0.216307,0.047269,0.044675,0.027631,0.053396,0.043243,0.045199,63d6fcf6
0.491826,0.167545,0.117580,0.998968,0.027498,0.984140,0.140787,0.047559,0.154439,0.232070,0.143714,0.089250,e1130afc
0.614088,0.590772,0.665366,1.000000,0.840994,0.855827,0.884796,0.982683,0.923196,0.979206,0.942470,0.979368,8915b349
0.998585,0.998156,0.998125,0.993425,0.996926,0.999284,0.990274,0.994576,0.982499,0.999000,0.991587,0.995981,02cb6179
0.374998,0.091927,0.021341,0.999998,0.766391,0.978999,0.309957,0.513937,0.298767,0.287810,0.352618,0.457911,816084ef
0.539048,0.115781,0.058159,0.999997,0.492396,0.997976,0.258033,0.522886,0.272345,0.291735,0.336250,0.463525,e83e27ef
0.048646,0.080041,0.070754,0.174649,0.036154,0.783096,0.032071,0.021417,0.045842,0.015045,0.028594,0.021927,9928b6cb
0.207464,0.301695,0.489653,0.999992,0.705744,0.979451,0.612924,0.727516,0.515002,0.573274,0.607179,0.685350,398c44d5
0.591487,0.194184,0.126367,0.999997,0.903489,0.702920,0.449266,0.600004,0.429852,0.402663,0.470446,0.552526,4e9944c8
0.026494,0.008490,0.010958,0.055179,0.001566,0.056297,0.007630,0.005377,0.009189,0.021386,0.010896,0.008624,ade738c7
0.355655,0.096377,0.032437,0.999417,0.491691,0.255342,0.092380,0.345040,0.038126,0.118946,0.148623,0.282525,df106f1f
0.038478,0.000695,0.000641,0.063332,0.012799,0.013976,0.007214,0.005825,0.009237,0.041834,0.016028,0.012767,707c42f2
0.758902,0.440936,0.109419,1.000000,0.886136,0.999900,0.704398,0.698884,0.725738,0.683838,0.703214,0.698903,c7d6c968
0.008961,0.000447,0.000590,0.403211,0.245104,0.001124,0.014568,0.011218,0.011142,0.001000,0.009482,0.009327,2f62a2d3
0.267686,0.079768,0.023927,0.999993,0.760205,0.975770,0.281894,0.494118,0.257665,0.246430,0.320027,0.432600,58a62136
0.000127,0.000006,0.001258,0.000001,0.000170,0.000100,0.006353,0.004900,0.009310,0.001000,0.005391,0.004482,8e16308d
0.219484,0.244978,0.111813,0.999511,0.450719,0.995680,0.271838,0.540007,0.204812,0.293965,0.327655,0.472127,10d97d10
0.520835,0.569354,0.686101,0.999996,0.944429,0.995085,0.911846,0.986017,0.923276,0.994755,0.953974,0.984758,862a2dd5
0.064820,0.000148,0.000943,0.874543,0.004054,0.346138,0.021148,0.007731,0.012448,0.049705,0.022758,0.015875,45d7cd09
0.964654,0.979616,0.996771,0.972945,0.998761,0.951964,0.988680,0.994692,0.982896,0.999000,0.991317,0.996095,daef67d6
0.013348,0.008700,0.010224,0.005177,0.006428,0.005948,0.006859,0.005851,0.009254,0.001000,0.005741,0.005189,40b9f916
0.703762,0.484838,0.447384,1.000000,0.931027,0.999900,0.853135,0.946191,0.887523,0.931660,0.904627,0.940823,c17dc729
0.790633,0.827732,0.949806,0.788050,0.779541,0.868257,0.957746,0.978299,0.974567,0.886193,0.949201,0.962287,d008e04f
0.738865,0.372035,0.449687,1.000000,0.933299,0.999900,0.820562,0.857504,0.859177,0.871764,0.852252,0.861484,a5a6fe15
0.000270,0.001181,0.001375,0.000001,0.000131,0.000100,0.006373,0.004900,0.009308,0.001000,0.005395,0.004482,e9ce7834
0.937714,0.984633,0.989625,0.985620,0.981990,0.964559,0.988271,0.992224,0.982877,0.999000,0.990593,0.994250,518a5aeb
0.173287,0.118088,0.165415,0.475515,0.018180,0.952648,0.071109,0.010908,0.091246,0.058756,0.058005,0.025306,fd6e49ab
0.037562,0.009831,0.006232,0.999978,0.808511,0.416405,0.122509,0.334265,0.076670,0.117520,0.162741,0.276838,35ef2d54
0.976136,0.923242,0.976757,0.964698,0.997817,0.973972,0.986830,0.993719,0.982761,0.960698,0.981002,0.988231,be1f3e73
0.238506,0.180948,0.220132,0.999989,0.930210,0.999272,0.524031,0.649192,0.441041,0.406776,0.505260,0.590804,013825b7
0.465712,0.182612,0.399477,1.000000,0.222200,0.641197,0.226367,0.317840,0.131161,0.251898,0.231816,0.293288,c48b752b
0.403302,0.026120,0.007474,0.999944,0.285911,0.360978,0.059303,0.264136,0.028625,0.099725,0.112947,0.217854,a0f39ace
0.526393,0.364368,0.880911,1.000000,0.923910,0.975263,0.897534,0.870559,0.897657,0.980287,0.911509,0.894057,800aff52
0.699433,0.506995,0.943744,1.000000,0.931151,0.999900,0.946303,0.963875,0.954226,0.999000,0.965851,0.971116,e0eb259a
0.636306,0.467737,0.778141,0.999995,0.933013,0.817963,0.894151,0.913062,0.923231,0.994613,0.931264,0.930222,404bdcc5
0.733603,0.608470,0.129730,0.350352,0.424534,0.888312,0.423061,0.793335,0.569897,0.495372,0.570416,0.723772,9be770cc
0.066989,0.017579,0.033412,0.461868,0.076896,0.519105,0.024718,0.021608,0.019498,0.035626,0.025363,0.024103,e002bdfa
0.732186,0.660275,0.652863,0.999999,0.811370,0.871045,0.904743,0.983665,0.945904,0.978070,0.953096,0.981439,511f8764
0.596167,0.183446,0.136635,0.999216,0.370748,0.919808,0.264812,0.323764,0.261228,0.291005,0.285202,0.313861,d41e40d8
0.547686,0.719248,0.551528,0.999315,0.852576,0.981612,0.903744,0.986604,0.921638,0.980451,0.948109,0.982423,ff846aa6
0.243735,0.151686,0.537309,0.999999,0.907775,0.995528,0.658820,0.824807,0.573306,0.615249,0.668045,0.769826,c261a419
0.120291,0.031499,0.006025,0.966874,0.294196,0.555077,0.059805,0.171535,0.029224,0.088090,0.087164,0.146545,c3358fec
0.430781,0.119230,0.728964,1.000000,0.030552,0.279771,0.176137,0.223108,0.090590,0.233625,0.180865,0.216344,62972972
0.069894,0.002617,0.022216,1.000000,0.006769,0.006350,0.016247,0.019079,0.009302,0.064446,0.027269,0.026882,3f15e6a3
0.077156,0.099468,0.314770,0.388105,0.030740,0.539668,0.048926,0.124733,0.030023,0.035964,0.059911,0.101932,f239dd72
0.539499,0.410796,0.779871,1.000000,0.889062,0.999900,0.885626,0.925247,0.899347,0.976285,0.921626,0.934286,e9d815ef
0.000178,0.000324,0.000155,0.001257,0.008317,0.013000,0.006564,0.005785,0.009267,0.001000,0.005654,0.005140,568085b5
0.641785,0.859902,0.887221,0.758210,0.969565,0.937058,0.967403,0.982741,0.973628,0.953283,0.969264,0.978027,80708782
0.975489,0.986338,0.993210,0.963011,0.999037,0.927790,0.988458,0.994681,0.982884,0.999000,0.991256,0.996086,a578b01b
0.421962,0.062523,0.025732,1.000000,0.944220,0.999900,0.394483,0.527051,0.389279,0.370434,0.420312,0.489256,04b81012
0.000704,0.000270,0.001655,0.342184,0.005095,0.000100,0.008434,0.005387,0.009303,0.001000,0.006031,0.004845,3fbd3a3e
0.986946,0.991968,0.997735,0.983457,0.981838,0.940107,0.988802,0.989483,0.982830,0.999000,0.990029,0.992199,536bc047
0.348917,0.409464,0.408330,0.275564,0.666226,0.646407,0.397297,0.234380,0.418468,0.450503,0.375162,0.287483,6905e82d
0.583636,0.149554,0.241078,1.000000,0.441295,0.992398,0.343609,0.645502,0.354470,0.359140,0.425680,0.573279,352b0ab0
0.017229,0.005331,0.006940,0.893757,0.011867,0.118309,0.016128,0.006239,0.009339,0.060437,0.023036,0.016545,205506f4
0.000165,0.000240,0.000169,0.000015,0.013802,0.001680,0.006535,0.004910,0.009296,0.001000,0.005435,0.004488,b4075da1
0.439924,0.143267,0.124429,0.999961,0.949014,0.961444,0.490551,0.853434,0.460568,0.433862,0.559604,0.749772,0132c59d
0.832123,0.851701,0.804099,0.450350,0.960068,0.442561,0.920383,0.841816,0.950231,0.909268,0.905424,0.862951,5c471255
0.939210,0.894939,0.983464,0.963801,0.994154,0.909366,0.984248,0.993839,0.982534,0.999000,0.989905,0.995433,b9ee0383
0.019078,0.000866,0.000285,0.000002,0.004347,0.009293,0.006591,0.004905,0.009253,0.001000,0.005437,0.004482,aee38fe1
0.075254,0.008292,0.047768,0.006695,0.003441,0.001134,0.007755,0.006318,0.009366,0.022508,0.011487,0.009548,93eda776
0.342244,0.099304,0.038364,0.999953,0.616050,0.426526,0.141785,0.324358,0.071366,0.158076,0.173896,0.276621,d65ee363
0.158465,0.021669,0.008571,0.142131,0.098009,0.193960,0.013676,0.019682,0.010939,0.035058,0.019839,0.021975,7e6785d9
