orig1+TLres50,trans1+TLvgg16+Adam,normf1+TLvgg16,mix+lr,mix+lgb,mix+svm,is_iceberg,lr9,xgb,svm,knn,avg2,mini2,id
0.000000,0.001338,0.000674,0.000002,0.007874,0.000963,0,0.006560,0.006200,0.008980,0.001000,0.005685,0.005431,479620e5
0.771278,0.865724,0.922612,0.768946,0.738318,0.641044,1,0.930142,0.926796,0.958285,0.798976,0.903550,0.906467,31dc0991
0.924239,0.947108,0.963924,0.898946,0.787012,0.903177,1,0.972679,0.981939,0.977756,0.973691,0.976516,0.981507,b36a9700
0.012217,0.132535,0.040401,0.260891,0.020875,0.099708,0,0.017977,0.005005,0.012580,0.054316,0.022469,0.014705,0f383168
0.247418,0.234274,0.265975,0.543737,0.740760,0.429890,0,0.266055,0.044220,0.176235,0.143021,0.157383,0.071671,bc9745e9
0.368789,0.750918,0.483784,0.290006,0.102426,0.021608,0,0.195350,0.206814,0.135286,0.200187,0.184409,0.200996,edf62967
0.000001,0.000000,0.000123,0.000033,0.000031,0.000100,0,0.006658,0.006825,0.010184,0.001000,0.006167,0.005980,86edc13c
0.122350,0.049225,0.001023,0.126372,0.090626,0.190408,0,0.014761,0.021893,0.011580,0.058704,0.026735,0.028071,a750abdc
0.999932,0.997034,0.998950,0.997468,0.999946,0.995788,1,0.990546,0.998491,0.983440,0.999000,0.992869,0.998970,0b59fa1e
0.427856,0.685098,0.711897,0.255207,0.028804,0.060620,0,0.308174,0.094810,0.222327,0.264004,0.222329,0.135125,54673bc9
0.990587,0.983999,0.994683,0.990844,0.996033,0.997314,1,0.989440,0.986317,0.982251,0.999000,0.989252,0.989794,8144048c
0.974112,0.972075,0.871339,0.992908,0.998514,0.995823,1,0.985938,0.996089,0.983099,0.978879,0.986001,0.993408,e1eb80f3
0.922394,0.974286,0.899439,0.975097,0.984596,0.990270,1,0.987019,0.954012,0.983397,0.999000,0.980857,0.965736,66ea2fbd
0.000000,0.000000,0.000002,0.000003,0.000218,0.000136,0,0.006659,0.006825,0.010184,0.001000,0.006167,0.005980,a63467f2
0.130646,0.171599,0.146579,0.064699,0.042562,0.151600,0,0.015165,0.014223,0.008376,0.032234,0.017500,0.017196,f3d0355b
0.988842,0.998665,0.986991,0.932188,0.949283,0.952581,1,0.988912,0.989665,0.983652,0.999000,0.990307,0.992391,b02c772f
0.000000,0.000025,0.000059,0.000002,0.001447,0.000202,0,0.006136,0.006383,0.009264,0.001000,0.005696,0.005587,c9dcc1c8
0.884359,0.872346,0.932186,0.954064,0.894516,0.790263,1,0.974335,0.933598,0.980511,0.999000,0.971861,0.950287,3cbf9912
0.999739,0.998757,0.999548,0.996893,0.999740,0.999900,1,0.989085,0.992822,0.980589,0.999000,0.990374,0.994541,e2a547bf
0.000466,0.000085,0.002167,0.001107,0.001291,0.000244,0,0.004374,0.003878,0.006222,0.001000,0.003869,0.003508,8d5b55f1
0.053392,0.020102,0.010239,0.010337,0.000534,0.007391,0,0.007579,0.008939,0.010123,0.001000,0.006910,0.007555,11ab27f8
0.091553,0.349805,0.485987,0.233811,0.208287,0.065450,0,0.070251,0.246973,0.035174,0.079804,0.108050,0.201771,56c8639e
0.054366,0.027884,0.096114,0.080453,0.116840,0.287663,0,0.015178,0.016256,0.012086,0.030188,0.018427,0.018587,fa8ee5b1
0.999518,0.999800,0.988649,0.996724,0.983940,0.990514,1,0.990973,0.987975,0.983461,0.999000,0.990352,0.991115,60ad0aa8
0.994058,0.999117,0.997522,0.970167,0.998576,0.988953,1,0.991109,0.995663,0.983449,0.999000,0.992305,0.996858,d83b0e62
0.984677,0.999143,0.969890,0.998643,0.994090,0.961065,1,0.989088,0.993125,0.983269,0.999000,0.991121,0.994950,538701d0
0.000070,0.000004,0.001350,0.000172,0.002613,0.000626,0,0.004373,0.005425,0.006221,0.001000,0.004255,0.004663,a9910e86
0.969899,0.987268,0.997726,0.992594,0.996748,0.823763,1,0.985480,0.993122,0.980188,0.999000,0.989448,0.994737,63e86eae
0.000000,0.000000,0.000008,0.000005,0.000272,0.000100,0,0.006415,0.006200,0.008991,0.001000,0.005652,0.005431,26e49ee1
0.909660,0.967060,0.957030,0.520077,0.545649,0.688741,1,0.940615,0.930092,0.961381,0.866565,0.924663,0.921718,213dc696
0.176781,0.159692,0.033786,0.316026,0.633944,0.537823,0,0.079891,0.015414,0.061455,0.001000,0.039440,0.015893,65460dbe
0.000003,0.000000,0.000015,0.000079,0.000737,0.006421,0,0.006156,0.006383,0.009245,0.001000,0.005696,0.005585,c0d4f75a
0.995630,0.976891,0.993897,0.999823,0.994527,0.997282,1,0.989349,0.992942,0.982243,0.999000,0.990884,0.994743,32b4a247
0.956899,0.949246,0.976643,0.463490,0.925252,0.834973,1,0.973654,0.969108,0.983023,0.896408,0.955548,0.957898,224d5423
0.023407,0.011741,0.044487,0.200151,0.303789,0.002999,0,0.011297,0.027953,0.008487,0.001000,0.012184,0.021649,932c43f2
0.866869,0.796679,0.971258,0.982193,0.842747,0.947335,1,0.973382,0.992476,0.978867,0.999000,0.985931,0.994165,e869a49a
0.000000,0.000003,0.000002,0.000003,0.000450,0.003392,0,0.006442,0.006200,0.008980,0.001000,0.005656,0.005431,9e25e53e
0.876053,0.743514,0.758742,0.762267,0.992904,0.646844,1,0.932388,0.964320,0.965128,0.893067,0.938726,0.952478,b7653ab1
0.001604,0.003011,0.042512,0.019424,0.002691,0.002162,0,0.007506,0.006825,0.010160,0.001000,0.006373,0.005978,9b9349e8
0.398678,0.089546,0.506591,0.100391,0.371040,0.682412,0,0.130966,0.090211,0.178967,0.150967,0.137778,0.107697,32e6a3f7
0.420066,0.466175,0.312283,0.173145,0.106941,0.192868,0,0.074228,0.164002,0.045816,0.086339,0.092596,0.141722,19279980
0.988608,0.956327,0.947688,0.969562,0.990885,0.952065,1,0.987979,0.993118,0.983800,0.971869,0.984192,0.989932,3a32ee9b
0.861661,0.919853,0.616176,0.994612,0.994864,0.981351,1,0.970104,0.988094,0.970398,0.977437,0.976508,0.986301,2abe1a3d
0.021206,0.122197,0.244708,0.183896,0.004071,0.049067,0,0.018911,0.009441,0.012581,0.049998,0.022733,0.017216,682d8246
0.992367,0.989134,0.995243,0.973693,0.993801,0.999900,1,0.989370,0.992942,0.982207,0.999000,0.990880,0.994741,f8284ca0
0.000444,0.007614,0.000105,0.004103,0.001923,0.081620,0,0.007228,0.006193,0.008922,0.001000,0.005836,0.005421,b792a605
0.998675,0.996072,0.999202,0.999512,0.999589,0.999900,1,0.988991,0.993122,0.980611,0.999000,0.990431,0.994766,f9a440e0
0.137080,0.004527,0.000358,0.018237,0.159244,0.020250,0,0.010495,0.018818,0.011346,0.081519,0.030545,0.030003,2a73c7e8
0.984903,0.990790,0.993616,0.999830,0.996673,0.989444,1,0.989590,0.992942,0.982317,0.999000,0.990962,0.994748,88bad85f
0.000000,0.000000,0.000002,0.000001,0.000359,0.001752,0,0.006680,0.006825,0.010178,0.001000,0.006171,0.005979,9c7eded0
0.792708,0.730256,0.942204,0.784882,0.896207,0.153023,1,0.866530,0.458738,0.864574,0.834491,0.756083,0.556985,9c810836
0.873429,0.841943,0.755686,0.836469,0.991938,0.891327,1,0.964565,0.990580,0.977157,0.975169,0.976868,0.988197,a51140e3
0.999230,0.999989,0.999810,0.998602,0.999514,0.999900,1,0.990656,0.993125,0.982944,0.999000,0.991431,0.994928,471b4962
0.998646,0.994616,0.999163,0.999851,0.999240,0.999900,1,0.988939,0.993122,0.980619,0.999000,0.990420,0.994767,d348093d
0.999738,0.998213,0.998634,0.999910,0.998783,0.999900,1,0.990610,0.998059,0.983412,0.999000,0.992770,0.998646,6e6c1c76
0.994943,0.999905,0.996578,0.999553,0.947407,0.997058,1,0.990589,0.988110,0.983356,0.999000,0.990264,0.991209,5a925c68
0.000607,0.001333,0.000731,0.000053,0.000333,0.000100,0,0.006452,0.006200,0.008987,0.001000,0.005660,0.005431,da120a5a
0.987247,0.988479,0.976205,0.966543,0.996677,0.967923,1,0.988935,0.993125,0.983263,0.999000,0.991081,0.994949,9ce9aca5
0.964762,0.964284,0.874261,0.855399,0.956577,0.240808,1,0.950535,0.948054,0.927026,0.948133,0.943437,0.947975,7810a630
0.993780,0.995219,0.993050,0.991650,0.998330,0.687072,1,0.983134,0.981123,0.979033,0.999000,0.985573,0.985694,e967db90
0.859649,0.811171,0.966998,0.707460,0.808729,0.786071,1,0.958057,0.800927,0.976750,0.805225,0.885240,0.814848,256a8dc2
0.000196,0.000000,0.000062,0.000111,0.000633,0.164784,0,0.005569,0.003878,0.006482,0.001000,0.004232,0.003525,492bb0d3
0.829307,0.411364,0.717089,0.984653,0.916616,0.977617,1,0.909155,0.974032,0.935138,0.999000,0.954331,0.977403,b3206c76
0.041706,0.073893,0.032771,0.022784,0.003842,0.057937,0,0.008797,0.007660,0.009285,0.001000,0.006686,0.006542,e7bedace
0.988543,0.979134,0.962094,0.952521,0.996160,0.992926,1,0.989596,0.986448,0.983604,0.999000,0.989662,0.989984,df4c99f5
0.013284,0.001849,0.010786,0.011570,0.000792,0.000980,0,0.004583,0.003878,0.006208,0.001000,0.003917,0.003507,9cb5cd37
0.999306,0.997777,0.999856,0.999166,0.998903,0.999900,1,0.989045,0.992822,0.980596,0.999000,0.990366,0.994541,2cc2bcec
0.075807,0.083626,0.030085,0.137747,0.039521,0.316750,0,0.018912,0.042916,0.013476,0.057561,0.033216,0.043694,5f4c8750
0.258247,0.232904,0.454228,0.007563,0.031118,0.084716,0,0.045277,0.071922,0.029304,0.079329,0.056458,0.070496,638b3f0a
0.088885,0.133706,0.624119,0.179305,0.377087,0.122485,1,0.071379,0.035932,0.053148,0.059271,0.054932,0.041500,3c98959e
0.697890,0.966033,0.982356,0.744841,0.987995,0.335146,1,0.954066,0.986321,0.929549,0.919227,0.947291,0.971358,ff877523
0.000001,0.000002,0.000018,0.000000,0.000188,0.000156,0,0.006415,0.006200,0.008991,0.001000,0.005652,0.005431,df5b243a
0.013074,0.010663,0.045325,0.030113,0.006642,0.004029,0,0.005287,0.005141,0.006225,0.001000,0.004413,0.004452,eed649d1
0.995621,0.996778,0.998925,0.999403,0.998824,0.969666,1,0.988555,0.993122,0.980827,0.999000,0.990376,0.994781,7e780812
0.965758,0.984136,0.992168,0.995599,0.985883,0.988960,1,0.988895,0.989514,0.982401,0.999000,0.989953,0.992193,1668b420
0.000006,0.000000,0.001182,0.000230,0.000294,0.005246,0,0.008232,0.001198,0.011871,0.001000,0.005575,0.001891,76f503e2
0.253238,0.155405,0.443465,0.081059,0.034670,0.135153,0,0.053861,0.013526,0.031492,0.091962,0.047710,0.029366,3b0163d1
0.979345,0.978309,0.997291,0.988985,0.993210,0.826365,1,0.985229,0.993122,0.980228,0.999000,0.989395,0.994740,20483e06
0.000022,0.000011,0.000005,0.000000,0.000214,0.000100,0,0.006415,0.006200,0.008991,0.001000,0.005652,0.005431,89c8c34b
0.946255,0.980217,0.961537,0.999649,0.822047,0.999900,1,0.984481,0.944191,0.982143,0.976647,0.971865,0.954153,c0d49276
0.911628,0.978112,0.995063,0.950013,0.995815,0.861042,1,0.986718,0.992942,0.982099,0.999000,0.990190,0.994733,9efee165
0.000014,0.000000,0.000019,0.000003,0.000324,0.003755,0,0.008192,0.001212,0.011878,0.001000,0.005570,0.001902,135d49fe
0.999183,0.994425,0.998469,0.995901,0.999854,0.999900,1,0.990508,0.998491,0.983425,0.999000,0.992856,0.998969,7e975fab
0.000000,0.000000,0.000000,0.000000,0.000745,0.000100,0,0.006422,0.006200,0.008990,0.001000,0.005653,0.005431,7fbd1c2e
0.998563,0.959552,0.993934,0.993630,0.978297,0.997260,1,0.989098,0.992331,0.983526,0.962574,0.981882,0.987595,9ca2cf2a
0.911660,0.980475,0.962483,0.969240,0.995462,0.851623,1,0.983312,0.986184,0.980505,0.999000,0.987250,0.989575,8a178d4e
0.043389,0.000092,0.014582,0.000004,0.007336,0.007922,0,0.004769,0.004272,0.006201,0.001000,0.004060,0.003801,a49af929
0.881206,0.976255,0.985526,0.945373,0.992679,0.993984,1,0.985185,0.993122,0.980567,0.999000,0.989468,0.994763,debf3bc1
0.997168,0.996344,0.999336,0.997217,0.994877,0.999900,1,0.988851,0.992822,0.980626,0.999000,0.990325,0.994543,ff0fbffe
0.000080,0.001511,0.014575,0.064208,0.009908,0.038328,0,0.007168,0.007773,0.009164,0.001000,0.006276,0.006618,c826d611
0.993713,0.997688,0.996407,0.998918,0.999758,0.999900,1,0.988913,0.992822,0.980649,0.999000,0.990346,0.994545,388c5565
0.000412,0.000001,0.000596,0.000001,0.001235,0.000676,0,0.004354,0.004002,0.006221,0.001000,0.003894,0.003600,35a8236c
0.004408,0.000058,0.000721,0.000120,0.001390,0.017883,0,0.004486,0.004183,0.006186,0.001000,0.003964,0.003733,82db4fdc
0.007988,0.001245,0.075389,0.000336,0.006453,0.018549,0,0.005503,0.004008,0.006279,0.001000,0.004197,0.003609,bbfc1788
0.868722,0.713836,0.977831,0.644618,0.948710,0.702706,1,0.953592,0.964127,0.971479,0.899153,0.947088,0.953900,5e798f71
0.883315,0.720800,0.690237,0.959000,0.972305,0.947400,1,0.953170,0.991580,0.972023,0.999000,0.978943,0.993029,2334265c
0.829318,0.750739,0.261906,0.436368,0.866975,0.635575,1,0.719392,0.827366,0.859679,0.812700,0.804784,0.828009,992bbcd7
0.001507,0.000102,0.000265,0.000061,0.010611,0.000100,0,0.006804,0.006825,0.010171,0.001000,0.006200,0.005979,19f6736f
0.000000,0.000000,0.000030,0.000001,0.000650,0.000873,0,0.006127,0.006383,0.009263,0.001000,0.005693,0.005587,3b81a400
0.989771,0.987054,0.995289,0.995046,0.993309,0.988239,1,0.989430,0.992942,0.982310,0.999000,0.990920,0.994748,0a982892
0.000054,0.000922,0.001271,0.000059,0.001066,0.000100,0,0.006161,0.006383,0.009263,0.001000,0.005702,0.005587,70446435
0.000239,0.000367,0.000401,0.000462,0.000545,0.001637,0,0.006144,0.006383,0.009259,0.001000,0.005697,0.005586,616733d1
0.002176,0.004447,0.003953,0.000803,0.002327,0.001537,0,0.006292,0.006383,0.009247,0.001000,0.005730,0.005586,dfe9aa29
0.022455,0.004740,0.090823,0.000025,0.004723,0.002513,0,0.010600,0.001253,0.012079,0.001000,0.006233,0.001946,abd13315
0.999020,0.993848,0.996640,0.950495,0.998654,0.978675,1,0.989798,0.998582,0.983568,0.999000,0.992737,0.999047,be0d9575
0.999626,0.999995,0.999798,0.984978,0.432677,0.929332,1,0.969368,0.951319,0.956086,0.942173,0.954736,0.951286,a0d9ef1f
0.013175,0.004649,0.092554,0.502811,0.014024,0.032982,0,0.012309,0.006825,0.010240,0.025080,0.013614,0.010465,fa4b7a44
0.928351,0.998204,0.990987,0.990627,0.990033,0.952997,1,0.989993,0.995663,0.983746,0.999000,0.992101,0.996878,0a0c6272
0.011441,0.000001,0.001687,0.000000,0.000533,0.000100,0,0.004393,0.004002,0.006214,0.001000,0.003902,0.003600,7e3044ef
0.746002,0.883418,0.550130,0.662061,0.823551,0.402878,1,0.850579,0.979288,0.895409,0.923500,0.912194,0.964571,4c114b6f
0.996950,0.998690,0.998509,0.920512,0.997887,0.990424,1,0.989830,0.998528,0.983492,0.999000,0.992712,0.999002,17d06536
0.860512,0.734479,0.668844,0.838711,0.506423,0.500000,1,0.793791,0.898099,0.844913,0.873094,0.852474,0.891088,afb46b2b
0.999726,0.990662,0.997368,0.975024,0.999126,0.996601,1,0.989637,0.992942,0.982172,0.999000,0.990938,0.994738,301293ea
0.763222,0.717791,0.525686,0.431310,0.933970,0.655147,1,0.837428,0.978121,0.931526,0.865138,0.903053,0.955301,a1bb8d84
0.601681,0.895650,0.591266,0.802749,0.973074,0.878509,1,0.938617,0.978731,0.950216,0.999000,0.966641,0.981942,6b37488d
0.064811,0.000084,0.000189,0.007402,0.004555,0.195511,0,0.006225,0.004002,0.006731,0.001000,0.004490,0.003635,058a5768
0.037086,0.007498,0.009342,0.000134,0.002985,0.002859,0,0.007177,0.010430,0.010119,0.001000,0.007181,0.008669,275c2a27
0.992047,0.999996,0.999829,0.996739,0.917570,0.999900,1,0.989036,0.992217,0.982739,0.999000,0.990748,0.994235,d26bed47
0.005108,0.022227,0.012093,0.009323,0.018400,0.016830,0,0.009452,0.007028,0.011803,0.001000,0.007321,0.006242,7af72b51
0.000023,0.000005,0.000019,0.000071,0.003710,0.002440,0,0.006179,0.006383,0.009255,0.001000,0.005704,0.005586,78aa37bd
0.990229,0.991182,0.998553,0.975544,0.998979,0.959566,1,0.989489,0.993125,0.983195,0.999000,0.991202,0.994945,fc70fa1d
0.981966,0.929434,0.899376,0.994612,0.992245,0.995131,1,0.986764,0.991540,0.983319,0.948035,0.977415,0.984285,a7493a9c
0.000000,0.000000,0.000004,0.000000,0.000127,0.000100,0,0.006658,0.006825,0.010184,0.001000,0.006167,0.005980,d80220d5
0.006472,0.000101,0.031054,0.005655,0.000729,0.000100,0,0.008896,0.001212,0.011879,0.001000,0.005747,0.001902,d660824c
0.320119,0.157807,0.160085,0.264688,0.920374,0.199947,0,0.181857,0.031487,0.141544,0.146732,0.125405,0.060482,7a665fa2
0.988344,0.984786,0.996398,0.993747,0.997813,0.982789,1,0.988120,0.992843,0.980855,0.999000,0.990205,0.994574,ebeb858f
0.000036,0.000000,0.000035,0.002079,0.000287,0.001954,0,0.008187,0.001212,0.011885,0.001000,0.005571,0.001902,e0cff0f1
0.422028,0.378974,0.294071,0.495400,0.913520,0.862578,1,0.550707,0.363349,0.630060,0.499309,0.510856,0.407351,c03c0809
0.956343,0.975875,0.997920,0.901899,0.992358,0.969897,1,0.986369,0.993122,0.981013,0.999000,0.989876,0.994794,07ecb0dd
0.662822,0.797320,0.899834,0.969265,0.994639,0.984675,1,0.975555,0.995890,0.974706,0.999000,0.986288,0.996432,25728745
0.768139,0.686746,0.858494,0.253797,0.762253,0.244380,1,0.750146,0.940938,0.850254,0.823650,0.841247,0.914258,1613016a
0.685165,0.998707,0.992932,0.996228,0.994343,0.935510,1,0.987890,0.992348,0.979035,0.999000,0.989568,0.994080,618ac08e
0.995581,0.996185,0.996769,0.999249,0.998017,0.991077,1,0.989921,0.992942,0.982220,0.999000,0.991021,0.994741,fd6a4725
0.000000,0.000093,0.000575,0.000066,0.000062,0.000100,0,0.006124,0.006383,0.009266,0.001000,0.005693,0.005587,cad45122
0.007982,0.124709,0.000462,0.107527,0.006954,0.102908,0,0.010923,0.006193,0.009419,0.024782,0.012829,0.009881,882e8128
0.998323,0.995817,0.999495,0.993161,0.999059,0.993091,1,0.988853,0.993122,0.980669,0.999000,0.990411,0.994770,a2930a87
0.929536,0.812196,0.840549,0.958663,0.819385,0.906707,1,0.965449,0.986357,0.978418,0.999000,0.982306,0.989562,2181e24f
0.734833,0.483771,0.770940,0.441113,0.048319,0.220850,1,0.293911,0.355104,0.282034,0.408517,0.334892,0.360563,f06ecb96
0.000004,0.000000,0.000018,0.000044,0.000212,0.000107,0,0.008153,0.001212,0.011893,0.001000,0.005565,0.001903,7e1ca845
0.986216,0.985800,0.982293,0.992363,0.929637,0.965859,1,0.987054,0.990200,0.982239,0.976770,0.984066,0.988557,d8ed5202
0.993379,0.999467,0.996467,0.999953,0.998960,0.999900,1,0.991505,0.995041,0.983371,0.999000,0.992229,0.996388,7cdd2db8
0.934194,0.905022,0.691847,0.752151,0.991294,0.973607,1,0.965664,0.990272,0.976837,0.974656,0.976857,0.987849,c11b6e19
0.999646,0.997009,0.998340,0.981172,0.999625,0.947020,1,0.989795,0.998519,0.983650,0.999000,0.992741,0.999006,626bcc9c
0.970584,0.964813,0.990389,0.990544,0.923841,0.984806,1,0.984743,0.985852,0.980687,0.974888,0.981542,0.984853,4d665e8c
0.345928,0.654212,0.894891,0.204460,0.033468,0.160517,0,0.310848,0.418007,0.247289,0.208637,0.296195,0.367994,85248702
0.640261,0.876056,0.673962,0.590024,0.903027,0.385744,1,0.893959,0.938829,0.898738,0.904023,0.908887,0.930945,29ad22d1
0.069410,0.000002,0.000475,0.682407,0.066321,0.736375,0,0.031522,0.008943,0.027879,0.030159,0.024626,0.014195,2d736d0a
0.014656,0.011980,0.021652,0.222687,0.038199,0.020267,0,0.009280,0.083726,0.010091,0.001000,0.026024,0.063429,ec36aef0
0.752848,0.895576,0.736587,0.937029,0.988943,0.823829,1,0.964984,0.988222,0.974528,0.972746,0.975120,0.985805,be6583a3
0.708983,0.841874,0.746590,0.026640,0.324210,0.289768,0,0.529891,0.562392,0.665285,0.455060,0.553157,0.550229,dea041a8
0.998987,0.989741,0.998708,0.999825,0.999533,0.999900,1,0.988797,0.993122,0.980639,0.999000,0.990390,0.994768,9337d950
0.000008,0.000000,0.000003,0.000008,0.000183,0.000101,0,0.006659,0.006825,0.010184,0.001000,0.006167,0.005980,09ecea99
0.542528,0.852167,0.871039,0.639971,0.798476,0.609140,1,0.927270,0.963139,0.942060,0.942869,0.943835,0.959291,b5168440
0.971457,0.996797,0.994908,0.940987,0.987470,0.895389,1,0.988902,0.995663,0.983691,0.999000,0.991814,0.996875,2e5c433c
0.732037,0.835502,0.724956,0.910348,0.978075,0.645782,1,0.946319,0.975266,0.962840,0.999000,0.970856,0.980214,2133a43f
0.642310,0.825514,0.520786,0.660456,0.873749,0.787406,1,0.885628,0.956489,0.937185,0.909435,0.922184,0.947768,35080d73
0.983251,0.981145,0.997833,0.992034,0.993330,0.991022,1,0.987918,0.993122,0.980829,0.999000,0.990217,0.994781,8687f19e
0.195511,0.185765,0.452224,0.504511,0.247234,0.468946,0,0.094586,0.062097,0.056712,0.117493,0.082722,0.072126,246a9cf9
0.152873,0.691854,0.594558,0.663043,0.371308,0.183354,0,0.332033,0.375728,0.181924,0.372418,0.315526,0.362428,5210b709
0.997160,0.994619,0.999059,0.996963,0.999626,0.999900,1,0.988908,0.992822,0.980627,0.999000,0.990339,0.994543,fe70a6d7
0.994493,0.987102,0.998729,0.997066,0.998498,0.987989,1,0.988446,0.993122,0.980768,0.999000,0.990334,0.994777,0abde10f
0.663401,0.327315,0.535123,0.204034,0.010144,0.189662,0,0.103046,0.105253,0.109708,0.164844,0.120713,0.116795,267afe4f
0.000000,0.000080,0.000009,0.000018,0.006100,0.118274,0,0.007428,0.006193,0.009028,0.001000,0.005912,0.005429,b5385b7e
0.996737,0.999894,0.997912,0.999676,0.995831,0.989707,1,0.991380,0.995116,0.983430,0.999000,0.992231,0.996448,1f81137d
0.883242,0.635824,0.636424,0.937257,0.990497,0.957133,1,0.940444,0.984785,0.962394,0.999000,0.971656,0.987295,76ac4153
0.985029,0.985439,0.998324,0.990577,0.997048,0.999900,1,0.988305,0.992533,0.980733,0.999000,0.990143,0.994334,41e04309
0.002126,0.284999,0.084894,0.402411,0.409836,0.327550,0,0.084402,0.019599,0.037209,0.050577,0.047947,0.026592,cbd26eff
0.984547,0.987439,0.992621,0.975478,0.997767,0.892335,1,0.988477,0.998607,0.983662,0.999000,0.992437,0.999072,ddf0ecc7
0.797964,0.476487,0.260250,0.693591,0.388933,0.606880,0,0.394497,0.314360,0.451139,0.520520,0.420129,0.362496,1c3e9901
0.835171,0.844869,0.638103,0.502649,0.408982,0.886780,0,0.832006,0.948207,0.917300,0.869438,0.891738,0.932781,55a724b1
0.000059,0.001236,0.002198,0.000064,0.007180,0.000133,0,0.006267,0.006383,0.009256,0.001000,0.005727,0.005586,ca69f5a4
0.000202,0.000000,0.000131,0.000050,0.000142,0.000192,0,0.008156,0.001212,0.011892,0.001000,0.005565,0.001903,7faa4a03
0.122076,0.194611,0.584308,0.036228,0.002824,0.053391,0,0.062997,0.033057,0.039707,0.103382,0.059786,0.046644,81b3ae87
0.004726,0.002478,0.009927,0.005066,0.004508,0.095019,0,0.007434,0.006193,0.008934,0.001000,0.005890,0.005422,8dc762ef
0.997276,0.984468,0.997550,0.991909,0.996677,0.975707,1,0.989705,0.993125,0.983140,0.999000,0.991243,0.994941,16383865
0.965791,0.991877,0.968570,0.995723,0.999166,0.967097,1,0.988673,0.987158,0.982541,0.999000,0.989343,0.990442,2ff98f07
0.260012,0.058702,0.057187,0.109283,0.037684,0.602171,0,0.030931,0.028893,0.038236,0.022257,0.030079,0.028336,f3e78568
0.998568,0.995331,0.997343,0.996240,0.999696,0.997203,1,0.990466,0.998491,0.983449,0.999000,0.992852,0.998971,cc697de5
0.000001,0.000000,0.000014,0.000000,0.000218,0.000100,0,0.006659,0.006825,0.010184,0.001000,0.006167,0.005980,7947e997
0.030376,0.003025,0.012980,0.216220,0.013705,0.255663,0,0.014542,0.002475,0.013545,0.030879,0.015360,0.008519,bb738e81
0.000390,0.000000,0.001308,0.000001,0.002557,0.000100,0,0.004369,0.004817,0.006221,0.001000,0.004102,0.004209,191a909a
0.001185,0.000011,0.001167,0.000048,0.002827,0.002665,0,0.004390,0.004817,0.006215,0.001000,0.004105,0.004209,28c78338
0.960705,0.970193,0.930634,0.950007,0.993634,0.965735,1,0.987677,0.991729,0.983772,0.999000,0.990545,0.993941,8975a574
0.786822,0.914395,0.944301,0.993499,0.984398,0.987361,1,0.983044,0.984830,0.980364,0.999000,0.986810,0.988554,8acbcd96
0.996102,0.966240,0.997157,0.867727,0.920852,0.995382,1,0.986772,0.995417,0.983362,0.999000,0.991138,0.996668,58ae9d78
0.001674,0.044174,0.006093,0.166317,0.003533,0.030954,0,0.008225,0.006282,0.008939,0.020192,0.010909,0.009061,7a7aa1a5
0.004396,0.000160,0.000006,0.000179,0.001280,0.094986,0,0.007209,0.006193,0.008948,0.001000,0.005838,0.005423,5f6546a1
0.658471,0.985858,0.643417,0.975484,0.997766,0.990611,1,0.973009,0.990695,0.967627,0.999000,0.982583,0.992068,957821db
0.911594,0.756515,0.954682,0.790197,0.872270,0.641332,1,0.946945,0.972745,0.969760,0.883758,0.943302,0.957356,7e4ab13b
0.580646,0.176330,0.047891,0.704279,0.536477,0.809995,0,0.242748,0.038013,0.254007,0.228666,0.190858,0.088274,034e5ac4
0.000000,0.000000,0.000031,0.000000,0.001528,0.001731,0,0.008190,0.001212,0.011884,0.001000,0.005572,0.001902,261d5678
0.863568,0.937383,0.986536,0.953724,0.994896,0.992380,1,0.987028,0.993125,0.982615,0.999000,0.990442,0.994905,11391666
0.121871,0.027715,0.093397,0.029308,0.064570,0.770170,0,0.023850,0.011382,0.034852,0.001000,0.017771,0.011067,7229c2ec
0.993513,0.996872,0.989200,0.991457,0.992716,0.933300,1,0.987665,0.993122,0.980972,0.999000,0.990190,0.994791,afac9486
0.001334,0.005701,0.005302,0.042156,0.003666,0.049053,0,0.009280,0.001621,0.011771,0.001000,0.005918,0.002200,94e0a5db
0.984295,0.995049,0.988113,0.968896,0.998399,0.993345,1,0.990786,0.995597,0.983520,0.999000,0.992226,0.996814,50fe4eeb
0.004292,0.006985,0.007136,0.017070,0.003148,0.033125,0,0.008986,0.001339,0.011776,0.001000,0.005775,0.001990,ea95132b
0.005199,0.023962,0.009035,0.002249,0.002787,0.003447,0,0.007069,0.006200,0.008959,0.001000,0.005807,0.005429,0840a539
0.000017,0.000036,0.000005,0.001389,0.005940,0.045554,0,0.006843,0.006193,0.008900,0.001000,0.005734,0.005420,15dbcbf4
0.026921,0.001351,0.000057,0.000498,0.001552,0.110977,0,0.007627,0.006193,0.008983,0.021160,0.010991,0.009177,dd1b0222
0.986734,0.991005,0.999035,0.977155,0.963484,0.972190,1,0.987184,0.986336,0.980859,0.999000,0.988345,0.989713,7b2df385
0.968546,0.947902,0.841578,0.885440,0.941096,0.840443,1,0.977040,0.955873,0.982031,0.958846,0.968447,0.959561,ab1c3d73
0.162093,0.013949,0.045455,0.039948,0.123534,0.063359,0,0.014679,0.018939,0.013231,0.079054,0.031476,0.029763,4ce099f3
